Crew_ID,Aircraft_ID,Pilot_Name,Qualification_Level,Total_Flight_Hours,Current_Status
4124,473,Pilot_4124,Intermediate,3356,On Leave
4125,356,Pilot_4125,Intermediate,1459,On Leave
4126,479,Pilot_4126,Intermediate,1255,In Training
4127,307,Pilot_4127,Basic,4968,In Training
4128,434,Pilot_4128,Basic,1213,Available
4129,306,Pilot_4129,Basic,2482,On Leave
4130,463,Pilot_4130,Advanced,2538,On Leave
4131,437,Pilot_4131,Intermediate,783,In Training
4132,30,Pilot_4132,Intermediate,2269,On Leave
4133,204,Pilot_4133,Intermediate,3860,Available
4134,404,Pilot_4134,Basic,3160,In Training
4135,267,Pilot_4135,Intermediate,2021,Available
4136,115,Pilot_4136,Intermediate,899,In Training
4137,24,Pilot_4137,Intermediate,3628,Available
4138,454,Pilot_4138,Intermediate,675,On Leave
4139,369,Pilot_4139,Advanced,2708,In Training
4140,299,Pilot_4140,Intermediate,2361,Available
4141,408,Pilot_4141,Intermediate,2721,Available
4142,362,Pilot_4142,Basic,2931,On Leave
4143,148,Pilot_4143,Intermediate,1004,On Leave
4144,169,Pilot_4144,Intermediate,4631,In Training
4145,237,Pilot_4145,Advanced,826,In Training
4146,182,Pilot_4146,Basic,2982,On Leave
4147,237,Pilot_4147,Intermediate,3392,On Leave
4148,388,Pilot_4148,Advanced,1629,On Leave
4149,476,Pilot_4149,Intermediate,2703,On Leave
4150,274,Pilot_4150,Intermediate,790,On Leave
4151,416,Pilot_4151,Basic,2962,Available
4152,331,Pilot_4152,Intermediate,1425,In Training
4153,204,Pilot_4153,Basic,4350,On Leave
4154,244,Pilot_4154,Basic,704,In Training
4155,131,Pilot_4155,Basic,2117,In Training
4156,189,Pilot_4156,Intermediate,4637,Available
4157,82,Pilot_4157,Intermediate,2211,On Leave
4158,234,Pilot_4158,Intermediate,706,Available
4159,122,Pilot_4159,Advanced,2642,On Leave
4160,330,Pilot_4160,Intermediate,3034,In Training
4161,173,Pilot_4161,Intermediate,4793,In Training
4162,35,Pilot_4162,Advanced,3493,On Leave
4163,56,Pilot_4163,Advanced,3449,In Training
4164,256,Pilot_4164,Intermediate,2408,Available
4165,155,Pilot_4165,Intermediate,2521,In Training
4166,321,Pilot_4166,Intermediate,1632,On Leave
4167,212,Pilot_4167,Intermediate,2262,On Leave
4168,100,Pilot_4168,Intermediate,1504,On Leave
4169,129,Pilot_4169,Basic,3296,On Leave
4170,322,Pilot_4170,Advanced,533,In Training
4171,80,Pilot_4171,Basic,872,Available
4172,465,Pilot_4172,Basic,3331,On Leave
4173,160,Pilot_4173,Intermediate,2436,On Leave
4174,409,Pilot_4174,Intermediate,702,In Training
4175,14,Pilot_4175,Intermediate,1731,In Training
4176,449,Pilot_4176,Intermediate,3302,In Training
4177,454,Pilot_4177,Basic,1323,On Leave
4178,220,Pilot_4178,Intermediate,1902,Available
4179,379,Pilot_4179,Advanced,3739,In Training
4180,122,Pilot_4180,Basic,4951,In Training
4181,454,Pilot_4181,Intermediate,1854,In Training
4182,357,Pilot_4182,Basic,4611,Available
4183,217,Pilot_4183,Basic,1348,In Training
4184,352,Pilot_4184,Basic,3458,In Training
4185,138,Pilot_4185,Intermediate,3467,On Leave
4186,333,Pilot_4186,Advanced,1836,On Leave
4187,3,Pilot_4187,Advanced,4773,Available
4188,432,Pilot_4188,Intermediate,2519,In Training
4189,57,Pilot_4189,Basic,1599,In Training
4190,265,Pilot_4190,Intermediate,4121,In Training
4191,21,Pilot_4191,Advanced,2737,In Training
4192,244,Pilot_4192,Intermediate,3935,In Training
4193,401,Pilot_4193,Basic,2209,Available
4194,397,Pilot_4194,Intermediate,3735,On Leave
4195,384,Pilot_4195,Intermediate,4544,In Training
4196,473,Pilot_4196,Intermediate,4851,On Leave
4197,199,Pilot_4197,Intermediate,3832,Available
4198,142,Pilot_4198,Intermediate,4934,In Training
4199,289,Pilot_4199,Intermediate,1317,In Training
4200,477,Pilot_4200,Intermediate,1513,In Training
4201,118,Pilot_4201,Intermediate,1644,In Training
4202,68,Pilot_4202,Advanced,2964,In Training
4203,98,Pilot_4203,Intermediate,2988,In Training
4204,420,Pilot_4204,Basic,1251,On Leave
4205,223,Pilot_4205,Basic,4132,In Training
4206,223,Pilot_4206,Advanced,1503,In Training
4207,123,Pilot_4207,Advanced,1377,On Leave
4208,395,Pilot_4208,Advanced,4547,In Training
4209,367,Pilot_4209,Intermediate,2354,Available
4210,210,Pilot_4210,Basic,1090,In Training
4211,212,Pilot_4211,Intermediate,989,Available
4212,330,Pilot_4212,Intermediate,3447,In Training
4213,329,Pilot_4213,Intermediate,2613,On Leave
4214,40,Pilot_4214,Intermediate,934,In Training
4215,491,Pilot_4215,Intermediate,1706,In Training
4216,277,Pilot_4216,Intermediate,4400,On Leave
4217,84,Pilot_4217,Advanced,779,In Training
4218,198,Pilot_4218,Basic,1295,Available
4219,231,Pilot_4219,Advanced,901,In Training
4220,296,Pilot_4220,Intermediate,2531,In Training
4221,162,Pilot_4221,Basic,3906,On Leave
4222,201,Pilot_4222,Basic,4765,On Leave
4223,476,Pilot_4223,Advanced,4909,Available
4224,179,Pilot_4224,Intermediate,3462,In Training
4225,364,Pilot_4225,Advanced,2747,Available
4226,470,Pilot_4226,Intermediate,1741,Available
4227,442,Pilot_4227,Advanced,2697,Available
4228,420,Pilot_4228,Basic,4020,On Leave
4229,278,Pilot_4229,Basic,1824,In Training
4230,99,Pilot_4230,Basic,2458,On Leave
4231,405,Pilot_4231,Intermediate,1325,In Training
4232,46,Pilot_4232,Basic,1077,Available
4233,396,Pilot_4233,Basic,1694,In Training
4234,253,Pilot_4234,Intermediate,3002,In Training
4235,322,Pilot_4235,Advanced,4639,Available
4236,207,Pilot_4236,Basic,3782,In Training
4237,192,Pilot_4237,Intermediate,4918,Available
4238,424,Pilot_4238,Intermediate,3278,On Leave
4239,367,Pilot_4239,Intermediate,3838,Available
4240,405,Pilot_4240,Intermediate,1529,On Leave
4241,225,Pilot_4241,Intermediate,799,On Leave
4242,110,Pilot_4242,Intermediate,3025,Available
4243,197,Pilot_4243,Intermediate,4616,In Training
4244,482,Pilot_4244,Basic,4704,In Training
4245,376,Pilot_4245,Basic,4835,Available
4246,259,Pilot_4246,Intermediate,2123,In Training
4247,141,Pilot_4247,Intermediate,4643,In Training
4248,99,Pilot_4248,Intermediate,2527,In Training
4249,5,Pilot_4249,Basic,3375,On Leave
4250,317,Pilot_4250,Intermediate,4830,Available
4251,280,Pilot_4251,Intermediate,4237,In Training
4252,185,Pilot_4252,Intermediate,3086,On Leave
4253,386,Pilot_4253,Intermediate,1715,In Training
4254,258,Pilot_4254,Basic,3710,In Training
4255,55,Pilot_4255,Basic,1904,Available
4256,376,Pilot_4256,Intermediate,4631,Available
4257,435,Pilot_4257,Intermediate,1426,Available
4258,417,Pilot_4258,Intermediate,3333,Available
4259,57,Pilot_4259,Advanced,2335,Available
4260,381,Pilot_4260,Intermediate,1935,In Training
4261,185,Pilot_4261,Basic,1595,In Training
4262,53,Pilot_4262,Advanced,1481,In Training
4263,284,Pilot_4263,Intermediate,4207,In Training
4264,169,Pilot_4264,Basic,4288,In Training
4265,387,Pilot_4265,Advanced,682,In Training
4266,441,Pilot_4266,Basic,3747,In Training
4267,271,Pilot_4267,Intermediate,3260,On Leave
4268,380,Pilot_4268,Intermediate,2460,On Leave
4269,360,Pilot_4269,Intermediate,2239,Available
4270,16,Pilot_4270,Basic,560,On Leave
4271,307,Pilot_4271,Intermediate,4076,In Training
4272,249,Pilot_4272,Intermediate,854,In Training
4273,261,Pilot_4273,Intermediate,2326,On Leave
4274,194,Pilot_4274,Intermediate,4387,On Leave
4275,414,Pilot_4275,Intermediate,2746,On Leave
4276,177,Pilot_4276,Basic,1797,Available
4277,353,Pilot_4277,Intermediate,3883,On Leave
4278,67,Pilot_4278,Intermediate,2056,Available
4279,191,Pilot_4279,Basic,671,On Leave
4280,58,Pilot_4280,Basic,3319,Available
4281,478,Pilot_4281,Intermediate,1733,In Training
4282,265,Pilot_4282,Advanced,3173,Available
4283,95,Pilot_4283,Intermediate,1116,On Leave
4284,154,Pilot_4284,Basic,4998,Available
4285,2,Pilot_4285,Advanced,1466,Available
4286,283,Pilot_4286,Basic,4214,In Training
4287,24,Pilot_4287,Intermediate,2518,In Training
4288,86,Pilot_4288,Advanced,3920,On Leave
4289,3,Pilot_4289,Intermediate,4596,In Training
4290,344,Pilot_4290,Basic,3598,In Training
4291,178,Pilot_4291,Intermediate,4808,In Training
4292,19,Pilot_4292,Advanced,4463,On Leave
4293,55,Pilot_4293,Basic,3738,In Training
4294,394,Pilot_4294,Intermediate,3493,In Training
4295,73,Pilot_4295,Basic,1649,Available
4296,16,Pilot_4296,Intermediate,1695,Available
4297,30,Pilot_4297,Advanced,4985,Available
4298,327,Pilot_4298,Basic,2193,In Training
4299,180,Pilot_4299,Basic,1195,Available
4300,14,Pilot_4300,Basic,2365,In Training
4301,153,Pilot_4301,Intermediate,730,On Leave
4302,217,Pilot_4302,Intermediate,4754,On Leave
4303,476,Pilot_4303,Basic,1052,In Training
4304,355,Pilot_4304,Advanced,4998,On Leave
4305,245,Pilot_4305,Basic,3821,Available
4306,45,Pilot_4306,Advanced,4526,On Leave
4307,6,Pilot_4307,Basic,1541,Available
4308,191,Pilot_4308,Intermediate,822,In Training
4309,178,Pilot_4309,Advanced,2731,In Training
4310,95,Pilot_4310,Intermediate,2908,In Training
4311,419,Pilot_4311,Basic,4670,On Leave
4312,335,Pilot_4312,Intermediate,2755,In Training
4313,173,Pilot_4313,Intermediate,2883,Available
4314,266,Pilot_4314,Intermediate,4222,In Training
4315,281,Pilot_4315,Intermediate,1509,Available
4316,372,Pilot_4316,Basic,3405,On Leave
4317,409,Pilot_4317,Advanced,3918,Available
4318,112,Pilot_4318,Intermediate,4920,Available
4319,302,Pilot_4319,Intermediate,1948,In Training
4320,402,Pilot_4320,Basic,2270,In Training
4321,380,Pilot_4321,Intermediate,4124,Available
4322,177,Pilot_4322,Basic,945,Available
4323,452,Pilot_4323,Intermediate,4662,On Leave
4324,164,Pilot_4324,Basic,4958,On Leave
4325,247,Pilot_4325,Basic,4564,On Leave
4326,419,Pilot_4326,Intermediate,1400,On Leave
4327,201,Pilot_4327,Basic,3889,In Training
4328,337,Pilot_4328,Intermediate,552,In Training
4329,210,Pilot_4329,Intermediate,934,Available
4330,99,Pilot_4330,Intermediate,3604,In Training
4331,45,Pilot_4331,Intermediate,3092,Available
4332,283,Pilot_4332,Intermediate,4582,On Leave
4333,497,Pilot_4333,Intermediate,1708,In Training
4334,280,Pilot_4334,Advanced,2465,Available
4335,409,Pilot_4335,Basic,3174,Available
4336,385,Pilot_4336,Basic,4988,Available
4337,180,Pilot_4337,Intermediate,3371,On Leave
4338,190,Pilot_4338,Intermediate,1199,Available
4339,141,Pilot_4339,Intermediate,1231,On Leave
4340,77,Pilot_4340,Advanced,3830,Available
4341,113,Pilot_4341,Intermediate,1300,On Leave
4342,395,Pilot_4342,Intermediate,2533,On Leave
4343,87,Pilot_4343,Advanced,1412,In Training
4344,274,Pilot_4344,Intermediate,4907,Available
4345,32,Pilot_4345,Intermediate,2813,Available
4346,112,Pilot_4346,Basic,929,Available
4347,141,Pilot_4347,Intermediate,1043,In Training
4348,345,Pilot_4348,Advanced,1200,In Training
4349,13,Pilot_4349,Intermediate,1875,On Leave
4350,251,Pilot_4350,Intermediate,812,In Training
4351,267,Pilot_4351,Basic,2133,Available
4352,360,Pilot_4352,Intermediate,4075,On Leave
4353,294,Pilot_4353,Advanced,2531,In Training
4354,22,Pilot_4354,Advanced,597,In Training
4355,384,Pilot_4355,Intermediate,1096,On Leave
4356,350,Pilot_4356,Intermediate,851,Available
4357,167,Pilot_4357,Intermediate,3716,On Leave
4358,398,Pilot_4358,Intermediate,4149,On Leave
4359,54,Pilot_4359,Basic,683,Available
4360,132,Pilot_4360,Intermediate,4715,On Leave
4361,75,Pilot_4361,Advanced,3353,On Leave
4362,225,Pilot_4362,Basic,2687,In Training
4363,234,Pilot_4363,Basic,2363,In Training
4364,146,Pilot_4364,Basic,4269,Available
4365,81,Pilot_4365,Intermediate,3978,Available
4366,430,Pilot_4366,Advanced,3537,On Leave
4367,304,Pilot_4367,Intermediate,2538,On Leave
4368,122,Pilot_4368,Basic,4590,On Leave
4369,184,Pilot_4369,Advanced,1306,On Leave
4370,169,Pilot_4370,Intermediate,4043,In Training
4371,100,Pilot_4371,Advanced,3300,On Leave
4372,463,Pilot_4372,Advanced,4259,On Leave
4373,76,Pilot_4373,Intermediate,3001,In Training
4374,344,Pilot_4374,Intermediate,3743,Available
4375,100,Pilot_4375,Advanced,2482,On Leave
4376,144,Pilot_4376,Intermediate,4568,In Training
4377,110,Pilot_4377,Basic,950,In Training
4378,418,Pilot_4378,Intermediate,1720,On Leave
4379,360,Pilot_4379,Intermediate,756,On Leave
4380,397,Pilot_4380,Intermediate,4435,In Training
4381,54,Pilot_4381,Advanced,4969,In Training
4382,475,Pilot_4382,Advanced,3990,On Leave
4383,81,Pilot_4383,Intermediate,1519,Available
4384,133,Pilot_4384,Basic,3869,In Training
4385,128,Pilot_4385,Basic,4310,Available
4386,164,Pilot_4386,Intermediate,728,In Training
4387,398,Pilot_4387,Intermediate,1886,On Leave
4388,52,Pilot_4388,Basic,1831,Available
4389,100,Pilot_4389,Advanced,2851,In Training
4390,119,Pilot_4390,Basic,3077,On Leave
4391,243,Pilot_4391,Intermediate,3952,On Leave
4392,112,Pilot_4392,Advanced,3660,In Training
4393,202,Pilot_4393,Advanced,4367,Available
4394,219,Pilot_4394,Basic,4116,In Training
4395,210,Pilot_4395,Basic,3020,On Leave
4396,215,Pilot_4396,Intermediate,4073,In Training
4397,452,Pilot_4397,Basic,2543,On Leave
4398,168,Pilot_4398,Intermediate,765,In Training
4399,174,Pilot_4399,Basic,3126,On Leave
4400,70,Pilot_4400,Intermediate,1560,On Leave
4401,102,Pilot_4401,Intermediate,4485,In Training
4402,226,Pilot_4402,Intermediate,909,In Training
4403,87,Pilot_4403,Advanced,4041,On Leave
4404,94,Pilot_4404,Intermediate,1336,On Leave
4405,258,Pilot_4405,Basic,4243,In Training
4406,389,Pilot_4406,Intermediate,2547,In Training
4407,219,Pilot_4407,Intermediate,3805,Available
4408,309,Pilot_4408,Intermediate,1137,In Training
4409,339,Pilot_4409,Basic,2939,Available
4410,139,Pilot_4410,Intermediate,3829,In Training
4411,490,Pilot_4411,Intermediate,891,In Training
4412,471,Pilot_4412,Basic,1472,In Training
4413,449,Pilot_4413,Advanced,1078,In Training
4414,462,Pilot_4414,Basic,2078,On Leave
4415,206,Pilot_4415,Intermediate,1564,On Leave
4416,154,Pilot_4416,Intermediate,658,On Leave
4417,422,Pilot_4417,Advanced,1896,In Training
4418,232,Pilot_4418,Advanced,1929,Available
4419,231,Pilot_4419,Basic,3790,Available
4420,59,Pilot_4420,Advanced,4102,Available
4421,494,Pilot_4421,Advanced,3566,On Leave
4422,93,Pilot_4422,Basic,859,On Leave
4423,37,Pilot_4423,Intermediate,4769,In Training
4424,38,Pilot_4424,Advanced,2529,In Training
4425,202,Pilot_4425,Advanced,554,On Leave
4426,11,Pilot_4426,Intermediate,654,In Training
4427,294,Pilot_4427,Intermediate,1051,Available
4428,190,Pilot_4428,Intermediate,1802,In Training
4429,287,Pilot_4429,Intermediate,3982,On Leave
4430,344,Pilot_4430,Intermediate,1731,On Leave
4431,183,Pilot_4431,Advanced,2296,On Leave
4432,434,Pilot_4432,Basic,2301,On Leave
4433,142,Pilot_4433,Basic,2741,In Training
4434,150,Pilot_4434,Intermediate,1567,On Leave
4435,273,Pilot_4435,Advanced,2518,Available
4436,239,Pilot_4436,Advanced,2986,Available
4437,404,Pilot_4437,Advanced,2194,Available
4438,462,Pilot_4438,Advanced,831,On Leave
4439,24,Pilot_4439,Advanced,3885,In Training
4440,377,Pilot_4440,Basic,1564,In Training
4441,397,Pilot_4441,Intermediate,1107,Available
4442,432,Pilot_4442,Intermediate,1960,Available
4443,243,Pilot_4443,Intermediate,3617,In Training
4444,198,Pilot_4444,Intermediate,4051,Available
4445,337,Pilot_4445,Intermediate,1653,In Training
4446,198,Pilot_4446,Intermediate,4623,Available
4447,479,Pilot_4447,Intermediate,855,In Training
4448,408,Pilot_4448,Basic,1965,In Training
4449,331,Pilot_4449,Intermediate,3418,In Training
4450,188,Pilot_4450,Advanced,629,In Training
4451,21,Pilot_4451,Basic,1611,In Training
4452,373,Pilot_4452,Advanced,3567,In Training
4453,80,Pilot_4453,Intermediate,2183,Available
4454,14,Pilot_4454,Intermediate,2643,In Training
4455,29,Pilot_4455,Intermediate,4097,On Leave
4456,435,Pilot_4456,Basic,1404,In Training
4457,147,Pilot_4457,Basic,947,On Leave
4458,263,Pilot_4458,Intermediate,4675,In Training
4459,183,Pilot_4459,Advanced,711,In Training
4460,451,Pilot_4460,Intermediate,4781,In Training
4461,317,Pilot_4461,Advanced,1293,Available
4462,37,Pilot_4462,Advanced,1788,In Training
4463,443,Pilot_4463,Intermediate,1111,Available
4464,120,Pilot_4464,Intermediate,1635,On Leave
4465,52,Pilot_4465,Basic,1782,Available
4466,498,Pilot_4466,Intermediate,4225,On Leave
4467,253,Pilot_4467,Basic,664,Available
4468,353,Pilot_4468,Basic,1304,In Training
4469,249,Pilot_4469,Intermediate,3728,Available
4470,75,Pilot_4470,Basic,946,Available
4471,112,Pilot_4471,Intermediate,1734,Available
4472,411,Pilot_4472,Advanced,3112,Available
4473,367,Pilot_4473,Intermediate,1228,On Leave
4474,329,Pilot_4474,Intermediate,2052,On Leave
4475,411,Pilot_4475,Advanced,3008,In Training
4476,291,Pilot_4476,Intermediate,4316,In Training
4477,189,Pilot_4477,Basic,2720,In Training
4478,422,Pilot_4478,Intermediate,2059,On Leave
4479,368,Pilot_4479,Intermediate,2588,In Training
4480,199,Pilot_4480,Advanced,768,In Training
4481,426,Pilot_4481,Basic,533,In Training
4482,200,Pilot_4482,Intermediate,2100,In Training
4483,80,Pilot_4483,Advanced,4665,Available
4484,491,Pilot_4484,Basic,1164,Available
4485,370,Pilot_4485,Basic,2644,In Training
4486,329,Pilot_4486,Basic,1235,In Training
4487,266,Pilot_4487,Advanced,1048,Available
4488,218,Pilot_4488,Intermediate,2574,Available
4489,220,Pilot_4489,Advanced,2364,Available
4490,473,Pilot_4490,Basic,2600,Available
4491,206,Pilot_4491,Intermediate,3860,In Training
4492,278,Pilot_4492,Basic,1190,On Leave
4493,411,Pilot_4493,Basic,1193,In Training
4494,66,Pilot_4494,Intermediate,4515,On Leave
4495,417,Pilot_4495,Intermediate,2309,Available
4496,228,Pilot_4496,Advanced,4767,In Training
4497,7,Pilot_4497,Intermediate,3990,In Training
4498,425,Pilot_4498,Basic,4642,In Training
4499,63,Pilot_4499,Intermediate,3116,In Training
4500,39,Pilot_4500,Intermediate,2553,Available
4501,77,Pilot_4501,Intermediate,3319,On Leave
4502,89,Pilot_4502,Basic,588,In Training
4503,427,Pilot_4503,Intermediate,4109,On Leave
4504,217,Pilot_4504,Intermediate,2133,Available
4505,364,Pilot_4505,Intermediate,2600,Available
4506,28,Pilot_4506,Intermediate,4790,Available
4507,354,Pilot_4507,Intermediate,4788,On Leave
4508,363,Pilot_4508,Intermediate,4361,In Training
4509,396,Pilot_4509,Basic,4392,Available
4510,3,Pilot_4510,Intermediate,2462,On Leave
4511,128,Pilot_4511,Basic,2525,Available
4512,473,Pilot_4512,Intermediate,909,On Leave
4513,280,Pilot_4513,Intermediate,1589,On Leave
4514,405,Pilot_4514,Intermediate,3482,On Leave
4515,44,Pilot_4515,Advanced,3419,In Training
4516,344,Pilot_4516,Basic,4092,On Leave
4517,408,Pilot_4517,Intermediate,3059,On Leave
4518,300,Pilot_4518,Intermediate,1958,Available
4519,366,Pilot_4519,Intermediate,3818,On Leave
4520,247,Pilot_4520,Advanced,707,Available
4521,494,Pilot_4521,Advanced,2211,Available
4522,71,Pilot_4522,Basic,3810,On Leave
4523,154,Pilot_4523,Intermediate,3040,Available
4524,356,Pilot_4524,Advanced,3838,In Training
4525,182,Pilot_4525,Intermediate,670,Available
4526,308,Pilot_4526,Basic,2683,Available
4527,294,Pilot_4527,Intermediate,3358,In Training
4528,148,Pilot_4528,Advanced,3523,In Training
4529,4,Pilot_4529,Intermediate,3188,In Training
4530,333,Pilot_4530,Intermediate,4085,Available
4531,272,Pilot_4531,Advanced,2954,In Training
4532,319,Pilot_4532,Basic,740,On Leave
4533,235,Pilot_4533,Intermediate,4125,Available
4534,216,Pilot_4534,Advanced,1377,In Training
4535,144,Pilot_4535,Intermediate,4739,In Training
4536,265,Pilot_4536,Advanced,2669,Available
4537,205,Pilot_4537,Intermediate,3523,Available
4538,157,Pilot_4538,Basic,2929,On Leave
4539,63,Pilot_4539,Basic,3404,On Leave
4540,382,Pilot_4540,Intermediate,2566,On Leave
4541,415,Pilot_4541,Intermediate,3324,On Leave
4542,267,Pilot_4542,Basic,2226,In Training
4543,321,Pilot_4543,Basic,951,In Training
4544,344,Pilot_4544,Basic,2128,On Leave
4545,305,Pilot_4545,Advanced,1516,On Leave
4546,401,Pilot_4546,Intermediate,1740,In Training
4547,134,Pilot_4547,Intermediate,1081,In Training
4548,58,Pilot_4548,Advanced,2146,On Leave
4549,275,Pilot_4549,Intermediate,2268,In Training
4550,331,Pilot_4550,Intermediate,3472,On Leave
4551,456,Pilot_4551,Intermediate,3482,In Training
4552,289,Pilot_4552,Advanced,767,On Leave
4553,464,Pilot_4553,Basic,1897,On Leave
4554,78,Pilot_4554,Intermediate,4266,Available
4555,244,Pilot_4555,Basic,3685,In Training
4556,371,Pilot_4556,Intermediate,3655,On Leave
4557,275,Pilot_4557,Intermediate,3490,In Training
4558,256,Pilot_4558,Advanced,4550,Available
4559,380,Pilot_4559,Intermediate,2081,On Leave
4560,263,Pilot_4560,Intermediate,549,Available
4561,160,Pilot_4561,Intermediate,3625,In Training
4562,454,Pilot_4562,Intermediate,1345,On Leave
4563,61,Pilot_4563,Intermediate,539,On Leave
4564,241,Pilot_4564,Intermediate,2830,On Leave
4565,413,Pilot_4565,Intermediate,3029,In Training
4566,289,Pilot_4566,Intermediate,3818,Available
4567,31,Pilot_4567,Basic,621,On Leave
4568,389,Pilot_4568,Advanced,3692,On Leave
4569,156,Pilot_4569,Basic,4389,On Leave
4570,319,Pilot_4570,Advanced,2393,On Leave
4571,298,Pilot_4571,Intermediate,899,In Training
4572,365,Pilot_4572,Intermediate,1815,In Training
4573,121,Pilot_4573,Intermediate,3722,Available
4574,7,Pilot_4574,Intermediate,4588,Available
4575,240,Pilot_4575,Intermediate,2025,On Leave
4576,77,Pilot_4576,Basic,1241,In Training
4577,172,Pilot_4577,Advanced,3163,In Training
4578,159,Pilot_4578,Intermediate,4473,In Training
4579,377,Pilot_4579,Basic,2512,On Leave
4580,98,Pilot_4580,Intermediate,3905,On Leave
4581,19,Pilot_4581,Basic,4459,Available
4582,398,Pilot_4582,Intermediate,4286,On Leave
4583,399,Pilot_4583,Basic,4155,Available
4584,287,Pilot_4584,Intermediate,2091,Available
4585,473,Pilot_4585,Basic,1719,In Training
4586,463,Pilot_4586,Intermediate,753,Available
4587,329,Pilot_4587,Advanced,734,Available
4588,405,Pilot_4588,Basic,4907,On Leave
4589,146,Pilot_4589,Intermediate,4512,Available
4590,247,Pilot_4590,Advanced,4986,On Leave
4591,241,Pilot_4591,Intermediate,2188,On Leave
4592,477,Pilot_4592,Intermediate,3554,Available
4593,490,Pilot_4593,Advanced,3076,On Leave
4594,19,Pilot_4594,Advanced,4965,In Training
4595,461,Pilot_4595,Intermediate,3885,On Leave
4596,307,Pilot_4596,Intermediate,3380,Available
4597,288,Pilot_4597,Intermediate,3792,On Leave
4598,466,Pilot_4598,Basic,4723,In Training
4599,388,Pilot_4599,Basic,2256,In Training
4600,355,Pilot_4600,Intermediate,986,In Training
4601,134,Pilot_4601,Basic,4324,In Training
4602,206,Pilot_4602,Intermediate,2279,In Training
4603,321,Pilot_4603,Advanced,1367,Available
4604,336,Pilot_4604,Intermediate,522,On Leave
4605,309,Pilot_4605,Basic,3977,On Leave
4606,129,Pilot_4606,Intermediate,1661,On Leave
4607,382,Pilot_4607,Advanced,2141,In Training
4608,471,Pilot_4608,Intermediate,4857,Available
4609,202,Pilot_4609,Basic,3407,In Training
4610,327,Pilot_4610,Advanced,3867,On Leave
4611,104,Pilot_4611,Intermediate,894,Available
4612,68,Pilot_4612,Basic,4786,Available
4613,8,Pilot_4613,Basic,772,In Training
4614,100,Pilot_4614,Basic,656,Available
4615,298,Pilot_4615,Intermediate,914,In Training
4616,310,Pilot_4616,Intermediate,2571,In Training
4617,264,Pilot_4617,Basic,1914,On Leave
4618,158,Pilot_4618,Advanced,1540,On Leave
4619,426,Pilot_4619,Basic,1141,In Training
4620,33,Pilot_4620,Basic,1859,In Training
4621,274,Pilot_4621,Advanced,942,In Training
4622,248,Pilot_4622,Advanced,3249,In Training
4623,231,Pilot_4623,Intermediate,2524,Available
4624,2,Pilot_4624,Intermediate,2559,In Training
4625,86,Pilot_4625,Basic,4326,On Leave
4626,108,Pilot_4626,Basic,4456,Available
4627,36,Pilot_4627,Intermediate,2478,In Training
4628,86,Pilot_4628,Basic,4295,On Leave
4629,11,Pilot_4629,Intermediate,3822,On Leave
4630,207,Pilot_4630,Intermediate,1012,In Training
4631,347,Pilot_4631,Basic,1869,In Training
4632,279,Pilot_4632,Intermediate,3778,Available
4633,223,Pilot_4633,Intermediate,579,Available
4634,361,Pilot_4634,Intermediate,2620,Available
4635,479,Pilot_4635,Advanced,3555,On Leave
4636,408,Pilot_4636,Advanced,4455,In Training
4637,150,Pilot_4637,Intermediate,2442,On Leave
4638,198,Pilot_4638,Basic,2955,Available
4639,334,Pilot_4639,Basic,4167,In Training
4640,150,Pilot_4640,Intermediate,1368,On Leave
4641,294,Pilot_4641,Basic,3270,On Leave
4642,406,Pilot_4642,Intermediate,856,Available
4643,220,Pilot_4643,Intermediate,3889,Available
4644,302,Pilot_4644,Intermediate,3438,On Leave
4645,57,Pilot_4645,Basic,4392,Available
4646,86,Pilot_4646,Intermediate,2517,On Leave
4647,485,Pilot_4647,Intermediate,4878,Available
4648,198,Pilot_4648,Advanced,2194,In Training
4649,468,Pilot_4649,Basic,4526,Available
4650,113,Pilot_4650,Advanced,4365,Available
4651,35,Pilot_4651,Advanced,2441,In Training
4652,40,Pilot_4652,Advanced,2986,In Training
4653,69,Pilot_4653,Intermediate,811,Available
4654,131,Pilot_4654,Intermediate,4909,Available
4655,424,Pilot_4655,Intermediate,4466,On Leave
4656,29,Pilot_4656,Basic,2142,In Training
4657,477,Pilot_4657,Intermediate,4030,Available
4658,244,Pilot_4658,Intermediate,4453,On Leave
4659,50,Pilot_4659,Intermediate,1094,In Training
4660,486,Pilot_4660,Intermediate,2352,In Training
4661,2,Pilot_4661,Basic,3305,Available
4662,405,Pilot_4662,Intermediate,4451,Available
4663,275,Pilot_4663,Intermediate,4263,Available
4664,464,Pilot_4664,Intermediate,4411,Available
4665,354,Pilot_4665,Intermediate,4584,On Leave
4666,202,Pilot_4666,Intermediate,2510,Available
4667,169,Pilot_4667,Advanced,888,In Training
4668,143,Pilot_4668,Basic,4002,On Leave
4669,223,Pilot_4669,Basic,3770,In Training
4670,72,Pilot_4670,Advanced,1565,In Training
4671,70,Pilot_4671,Intermediate,3112,In Training
4672,452,Pilot_4672,Advanced,4102,Available
4673,378,Pilot_4673,Intermediate,2217,Available
4674,422,Pilot_4674,Intermediate,2727,On Leave
4675,378,Pilot_4675,Advanced,3154,On Leave
4676,273,Pilot_4676,Advanced,629,Available
4677,296,Pilot_4677,Advanced,2816,In Training
