Record_ID,Aircraft_ID,Date,Status,Reason
23003,5,2024-12-28,Partially Mission Capable,Crew Shortage
23004,26,2024-08-12,Mission Capable,Under Maintenance
23005,376,2024-02-12,Partially Mission Capable,Fully Operational
23006,334,2024-05-20,Mission Capable,Under Maintenance
23007,234,2024-12-15,Partially Mission Capable,Fully Operational
23008,189,2024-03-13,Mission Capable,Awaiting Parts
23009,484,2024-08-10,Partially Mission Capable,Under Maintenance
23010,284,2024-11-12,Partially Mission Capable,Crew Shortage
23011,164,2024-04-27,Mission Capable,Under Maintenance
23012,271,2024-06-11,Partially Mission Capable,Awaiting Parts
23013,388,2024-11-21,Partially Mission Capable,Awaiting Parts
23014,146,2024-12-09,Partially Mission Capable,Awaiting Parts
23015,465,2024-05-15,Partially Mission Capable,Fully Operational
23016,100,2024-06-27,Mission Capable,Awaiting Parts
23017,306,2024-06-26,Non-Mission Capable,Crew Shortage
23018,96,2024-11-24,Mission Capable,Awaiting Parts
23019,60,2024-08-02,Partially Mission Capable,Crew Shortage
23020,135,2024-06-05,Partially Mission Capable,Crew Shortage
23021,291,2024-03-31,Non-Mission Capable,Awaiting Parts
23022,162,2024-08-19,Partially Mission Capable,Fully Operational
23023,189,2024-10-09,Partially Mission Capable,Awaiting Parts
23024,67,2024-08-28,Mission Capable,Crew Shortage
23025,441,2024-03-13,Mission Capable,Awaiting Parts
23026,359,2024-05-09,Mission Capable,Awaiting Parts
23027,72,2024-04-02,Partially Mission Capable,Under Maintenance
23028,438,2024-07-16,Partially Mission Capable,Fully Operational
23029,178,2024-06-08,Non-Mission Capable,Crew Shortage
23030,298,2024-10-07,Non-Mission Capable,Under Maintenance
23031,416,2024-09-20,Mission Capable,Fully Operational
23032,393,2024-05-02,Partially Mission Capable,Fully Operational
23033,266,2024-08-28,Mission Capable,Awaiting Parts
23034,478,2024-11-14,Non-Mission Capable,Fully Operational
23035,71,2024-06-11,Mission Capable,Crew Shortage
23036,77,2024-08-01,Mission Capable,Fully Operational
23037,133,2024-02-21,Mission Capable,Awaiting Parts
23038,366,2024-02-28,Mission Capable,Awaiting Parts
23039,261,2024-02-13,Mission Capable,Crew Shortage
23040,23,2024-06-10,Partially Mission Capable,Under Maintenance
23041,455,2024-02-16,Mission Capable,Under Maintenance
23042,95,2024-10-07,Mission Capable,Under Maintenance
23043,173,2024-12-05,Mission Capable,Under Maintenance
23044,194,2024-02-28,Mission Capable,Fully Operational
23045,253,2024-12-06,Mission Capable,Awaiting Parts
23046,86,2024-04-20,Mission Capable,Awaiting Parts
23047,391,2024-07-14,Mission Capable,Crew Shortage
23048,478,2024-08-14,Partially Mission Capable,Awaiting Parts
23049,274,2024-02-15,Mission Capable,Under Maintenance
23050,267,2024-12-27,Mission Capable,Fully Operational
23051,93,2024-06-11,Non-Mission Capable,Fully Operational
23052,494,2024-09-06,Mission Capable,Crew Shortage
23053,428,2024-05-28,Partially Mission Capable,Awaiting Parts
23054,466,2024-11-25,Partially Mission Capable,Under Maintenance
23055,19,2024-11-10,Mission Capable,Under Maintenance
23056,261,2024-01-10,Mission Capable,Crew Shortage
23057,427,2024-03-15,Partially Mission Capable,Awaiting Parts
23058,311,2024-05-28,Partially Mission Capable,Crew Shortage
23059,11,2024-12-14,Non-Mission Capable,Fully Operational
23060,495,2024-04-18,Mission Capable,Crew Shortage
23061,238,2024-09-01,Non-Mission Capable,Fully Operational
23062,84,2024-10-26,Mission Capable,Crew Shortage
23063,312,2024-11-08,Mission Capable,Awaiting Parts
23064,27,2024-09-04,Partially Mission Capable,Under Maintenance
23065,119,2024-05-30,Partially Mission Capable,Crew Shortage
23066,211,2024-05-28,Mission Capable,Fully Operational
23067,461,2024-07-28,Partially Mission Capable,Awaiting Parts
23068,426,2024-11-12,Mission Capable,Crew Shortage
23069,362,2024-09-05,Partially Mission Capable,Under Maintenance
23070,425,2024-09-14,Non-Mission Capable,Crew Shortage
23071,312,2024-06-21,Partially Mission Capable,Fully Operational
23072,132,2024-03-14,Mission Capable,Under Maintenance
23073,206,2024-01-01,Mission Capable,Under Maintenance
23074,95,2024-05-20,Non-Mission Capable,Fully Operational
23075,489,2024-05-27,Mission Capable,Under Maintenance
23076,53,2024-09-01,Partially Mission Capable,Awaiting Parts
23077,109,2024-12-12,Partially Mission Capable,Awaiting Parts
23078,445,2024-12-29,Mission Capable,Awaiting Parts
23079,272,2024-03-19,Mission Capable,Fully Operational
23080,235,2024-05-18,Mission Capable,Fully Operational
23081,479,2024-02-23,Mission Capable,Under Maintenance
23082,121,2024-02-20,Partially Mission Capable,Under Maintenance
23083,468,2024-08-16,Mission Capable,Under Maintenance
23084,288,2024-04-27,Mission Capable,Fully Operational
23085,430,2024-01-26,Mission Capable,Crew Shortage
23086,396,2024-03-24,Mission Capable,Awaiting Parts
23087,332,2024-03-29,Partially Mission Capable,Under Maintenance
23088,400,2024-04-20,Mission Capable,Crew Shortage
23089,156,2024-10-21,Mission Capable,Awaiting Parts
23090,434,2024-12-13,Partially Mission Capable,Fully Operational
23091,232,2024-11-10,Mission Capable,Crew Shortage
23092,422,2024-05-12,Mission Capable,Under Maintenance
23093,50,2024-01-21,Non-Mission Capable,Fully Operational
23094,114,2024-03-05,Mission Capable,Awaiting Parts
23095,335,2024-06-30,Mission Capable,Fully Operational
23096,280,2024-10-05,Mission Capable,Awaiting Parts
23097,142,2024-04-09,Mission Capable,Crew Shortage
23098,499,2024-11-04,Mission Capable,Awaiting Parts
23099,485,2024-01-29,Mission Capable,Fully Operational
23100,393,2024-02-14,Mission Capable,Crew Shortage
23101,19,2024-12-08,Partially Mission Capable,Fully Operational
23102,493,2024-08-13,Mission Capable,Under Maintenance
23103,382,2024-10-16,Partially Mission Capable,Crew Shortage
23104,352,2024-12-12,Mission Capable,Fully Operational
23105,73,2024-10-04,Non-Mission Capable,Fully Operational
23106,103,2024-12-19,Mission Capable,Crew Shortage
23107,142,2024-12-16,Non-Mission Capable,Fully Operational
23108,414,2024-05-30,Mission Capable,Under Maintenance
23109,274,2024-04-03,Partially Mission Capable,Crew Shortage
23110,195,2024-06-08,Partially Mission Capable,Crew Shortage
23111,45,2024-10-10,Partially Mission Capable,Crew Shortage
23112,242,2024-02-28,Non-Mission Capable,Awaiting Parts
23113,432,2024-02-10,Mission Capable,Crew Shortage
23114,262,2024-02-21,Partially Mission Capable,Awaiting Parts
23115,333,2024-12-24,Mission Capable,Crew Shortage
23116,405,2024-07-09,Non-Mission Capable,Under Maintenance
23117,83,2024-06-10,Mission Capable,Fully Operational
23118,165,2024-11-24,Partially Mission Capable,Fully Operational
23119,440,2024-05-18,Partially Mission Capable,Awaiting Parts
23120,496,2024-06-25,Non-Mission Capable,Fully Operational
23121,187,2024-08-21,Partially Mission Capable,Crew Shortage
23122,446,2024-05-05,Mission Capable,Under Maintenance
23123,188,2024-01-23,Partially Mission Capable,Awaiting Parts
23124,454,2024-04-24,Mission Capable,Crew Shortage
23125,366,2024-12-09,Partially Mission Capable,Crew Shortage
23126,452,2024-06-09,Mission Capable,Under Maintenance
23127,210,2024-04-11,Mission Capable,Fully Operational
23128,119,2024-01-20,Non-Mission Capable,Crew Shortage
23129,160,2024-08-08,Mission Capable,Awaiting Parts
23130,162,2024-06-29,Partially Mission Capable,Under Maintenance
23131,122,2024-06-29,Mission Capable,Awaiting Parts
23132,262,2024-08-06,Partially Mission Capable,Awaiting Parts
23133,217,2024-10-21,Non-Mission Capable,Fully Operational
23134,441,2024-04-22,Partially Mission Capable,Fully Operational
23135,321,2024-10-25,Partially Mission Capable,Awaiting Parts
23136,430,2024-10-27,Non-Mission Capable,Crew Shortage
23137,131,2024-01-11,Partially Mission Capable,Awaiting Parts
23138,268,2024-10-27,Partially Mission Capable,Awaiting Parts
23139,422,2024-02-05,Mission Capable,Fully Operational
23140,30,2024-10-28,Mission Capable,Awaiting Parts
23141,257,2024-10-12,Mission Capable,Crew Shortage
23142,223,2024-06-14,Non-Mission Capable,Fully Operational
23143,23,2024-07-31,Mission Capable,Under Maintenance
23144,64,2024-06-13,Non-Mission Capable,Crew Shortage
23145,209,2024-12-13,Partially Mission Capable,Fully Operational
23146,43,2024-05-19,Mission Capable,Awaiting Parts
23147,143,2024-07-11,Mission Capable,Fully Operational
23148,291,2024-06-09,Partially Mission Capable,Under Maintenance
23149,38,2024-06-13,Mission Capable,Crew Shortage
23150,311,2024-12-28,Partially Mission Capable,Awaiting Parts
23151,448,2024-01-07,Mission Capable,Crew Shortage
23152,459,2024-03-06,Partially Mission Capable,Under Maintenance
23153,301,2024-07-09,Mission Capable,Crew Shortage
23154,257,2024-05-23,Mission Capable,Crew Shortage
23155,433,2024-12-23,Partially Mission Capable,Fully Operational
23156,280,2024-11-23,Partially Mission Capable,Under Maintenance
23157,85,2024-02-29,Mission Capable,Under Maintenance
23158,30,2024-08-31,Mission Capable,Awaiting Parts
23159,425,2024-01-07,Partially Mission Capable,Awaiting Parts
23160,345,2024-05-03,Non-Mission Capable,Fully Operational
23161,84,2024-10-02,Partially Mission Capable,Crew Shortage
23162,105,2024-08-11,Mission Capable,Awaiting Parts
23163,95,2024-09-24,Mission Capable,Crew Shortage
23164,257,2024-12-17,Non-Mission Capable,Awaiting Parts
23165,274,2024-02-16,Partially Mission Capable,Awaiting Parts
23166,449,2024-05-25,Partially Mission Capable,Fully Operational
23167,3,2024-01-12,Partially Mission Capable,Crew Shortage
23168,171,2024-04-27,Non-Mission Capable,Crew Shortage
23169,200,2024-06-04,Non-Mission Capable,Awaiting Parts
23170,30,2024-01-27,Mission Capable,Awaiting Parts
23171,227,2024-11-20,Mission Capable,Awaiting Parts
23172,340,2024-05-13,Mission Capable,Fully Operational
23173,467,2024-12-14,Mission Capable,Fully Operational
23174,140,2024-08-31,Mission Capable,Crew Shortage
23175,25,2024-06-15,Partially Mission Capable,Under Maintenance
23176,152,2024-02-12,Partially Mission Capable,Under Maintenance
23177,132,2024-03-27,Mission Capable,Fully Operational
23178,420,2024-03-04,Mission Capable,Awaiting Parts
23179,1,2024-07-25,Mission Capable,Awaiting Parts
23180,280,2024-03-25,Partially Mission Capable,Fully Operational
23181,89,2024-11-26,Partially Mission Capable,Under Maintenance
23182,206,2024-12-11,Mission Capable,Under Maintenance
23183,83,2024-05-07,Mission Capable,Awaiting Parts
23184,273,2024-06-11,Mission Capable,Crew Shortage
23185,478,2024-05-21,Mission Capable,Under Maintenance
23186,313,2024-03-23,Partially Mission Capable,Under Maintenance
23187,487,2024-03-14,Mission Capable,Under Maintenance
23188,288,2024-01-25,Mission Capable,Awaiting Parts
23189,298,2024-01-22,Mission Capable,Fully Operational
23190,101,2024-02-18,Partially Mission Capable,Under Maintenance
23191,141,2024-02-28,Mission Capable,Crew Shortage
23192,53,2024-02-27,Partially Mission Capable,Awaiting Parts
23193,150,2024-01-22,Mission Capable,Awaiting Parts
23194,270,2024-05-24,Partially Mission Capable,Awaiting Parts
23195,173,2024-11-16,Mission Capable,Under Maintenance
23196,70,2024-02-04,Partially Mission Capable,Under Maintenance
23197,482,2024-12-29,Mission Capable,Fully Operational
23198,362,2024-09-17,Non-Mission Capable,Under Maintenance
23199,398,2024-07-02,Mission Capable,Under Maintenance
23200,385,2024-04-05,Non-Mission Capable,Fully Operational
23201,182,2024-04-01,Mission Capable,Crew Shortage
23202,448,2024-01-04,Non-Mission Capable,Crew Shortage
23203,182,2024-10-14,Partially Mission Capable,Under Maintenance
23204,241,2024-10-01,Partially Mission Capable,Fully Operational
23205,340,2024-08-07,Partially Mission Capable,Fully Operational
23206,205,2024-02-15,Partially Mission Capable,Under Maintenance
23207,138,2024-02-07,Mission Capable,Crew Shortage
23208,386,2024-07-08,Mission Capable,Awaiting Parts
23209,403,2024-09-26,Mission Capable,Under Maintenance
23210,282,2024-11-27,Mission Capable,Awaiting Parts
23211,127,2024-04-18,Mission Capable,Fully Operational
23212,393,2024-03-11,Partially Mission Capable,Crew Shortage
23213,411,2024-11-01,Mission Capable,Crew Shortage
23214,340,2024-04-21,Partially Mission Capable,Awaiting Parts
23215,310,2024-01-06,Mission Capable,Fully Operational
23216,431,2024-07-27,Mission Capable,Under Maintenance
23217,456,2024-06-19,Mission Capable,Awaiting Parts
23218,354,2024-07-11,Partially Mission Capable,Awaiting Parts
23219,231,2024-06-25,Mission Capable,Awaiting Parts
23220,145,2024-03-19,Mission Capable,Under Maintenance
23221,206,2024-12-04,Non-Mission Capable,Awaiting Parts
23222,165,2024-12-18,Mission Capable,Crew Shortage
23223,99,2024-07-22,Mission Capable,Fully Operational
23224,422,2024-12-13,Mission Capable,Fully Operational
23225,299,2024-03-11,Mission Capable,Crew Shortage
23226,213,2024-08-29,Mission Capable,Fully Operational
23227,58,2024-08-22,Partially Mission Capable,Under Maintenance
23228,40,2024-04-28,Partially Mission Capable,Fully Operational
23229,297,2024-02-19,Non-Mission Capable,Under Maintenance
23230,347,2024-04-11,Mission Capable,Under Maintenance
23231,134,2024-11-20,Non-Mission Capable,Awaiting Parts
23232,52,2024-08-02,Mission Capable,Fully Operational
23233,158,2024-07-03,Mission Capable,Fully Operational
23234,450,2024-07-03,Mission Capable,Under Maintenance
23235,440,2024-04-16,Mission Capable,Fully Operational
23236,146,2024-12-12,Mission Capable,Crew Shortage
23237,31,2024-08-06,Mission Capable,Awaiting Parts
23238,183,2024-11-19,Mission Capable,Crew Shortage
23239,126,2024-11-04,Mission Capable,Fully Operational
23240,287,2024-07-10,Partially Mission Capable,Fully Operational
23241,68,2024-12-20,Mission Capable,Under Maintenance
23242,248,2024-06-20,Mission Capable,Under Maintenance
23243,117,2024-07-01,Mission Capable,Awaiting Parts
23244,149,2024-10-27,Mission Capable,Crew Shortage
23245,352,2024-01-26,Mission Capable,Awaiting Parts
23246,9,2024-04-08,Mission Capable,Under Maintenance
23247,270,2024-04-08,Mission Capable,Under Maintenance
23248,330,2024-02-22,Mission Capable,Fully Operational
23249,157,2024-05-27,Mission Capable,Fully Operational
23250,203,2024-06-02,Mission Capable,Crew Shortage
23251,368,2024-11-13,Mission Capable,Crew Shortage
23252,134,2024-05-17,Mission Capable,Fully Operational
23253,414,2024-01-28,Mission Capable,Under Maintenance
23254,58,2024-10-25,Mission Capable,Under Maintenance
23255,318,2024-09-19,Mission Capable,Awaiting Parts
23256,286,2024-02-20,Mission Capable,Crew Shortage
23257,68,2024-09-03,Mission Capable,Fully Operational
23258,276,2024-08-02,Non-Mission Capable,Fully Operational
23259,274,2024-09-27,Partially Mission Capable,Fully Operational
23260,166,2024-09-18,Partially Mission Capable,Under Maintenance
23261,159,2024-04-27,Mission Capable,Awaiting Parts
23262,340,2024-03-09,Partially Mission Capable,Awaiting Parts
23263,349,2024-02-25,Mission Capable,Crew Shortage
23264,249,2024-02-17,Non-Mission Capable,Under Maintenance
23265,75,2024-04-09,Partially Mission Capable,Awaiting Parts
23266,264,2024-08-22,Mission Capable,Awaiting Parts
23267,309,2024-07-13,Mission Capable,Crew Shortage
23268,344,2024-09-15,Partially Mission Capable,Under Maintenance
23269,378,2024-06-25,Mission Capable,Fully Operational
23270,349,2024-01-27,Partially Mission Capable,Crew Shortage
23271,320,2024-05-10,Partially Mission Capable,Awaiting Parts
23272,70,2024-05-11,Mission Capable,Fully Operational
23273,414,2024-12-08,Partially Mission Capable,Under Maintenance
23274,39,2024-11-26,Mission Capable,Awaiting Parts
23275,28,2024-11-03,Mission Capable,Crew Shortage
23276,177,2024-06-26,Mission Capable,Awaiting Parts
23277,118,2024-07-25,Mission Capable,Under Maintenance
23278,195,2024-10-21,Mission Capable,Crew Shortage
23279,257,2024-10-06,Partially Mission Capable,Under Maintenance
23280,153,2024-08-05,Partially Mission Capable,Crew Shortage
23281,188,2024-12-19,Non-Mission Capable,Fully Operational
23282,45,2024-03-03,Mission Capable,Under Maintenance
23283,204,2024-12-06,Mission Capable,Fully Operational
23284,313,2024-01-25,Mission Capable,Fully Operational
23285,66,2024-09-15,Mission Capable,Fully Operational
23286,134,2024-10-07,Mission Capable,Fully Operational
23287,500,2024-07-30,Mission Capable,Fully Operational
23288,231,2024-10-24,Mission Capable,Crew Shortage
23289,180,2024-10-23,Mission Capable,Fully Operational
23290,190,2024-02-17,Mission Capable,Awaiting Parts
23291,52,2024-04-13,Mission Capable,Under Maintenance
23292,112,2024-08-13,Partially Mission Capable,Crew Shortage
23293,279,2024-10-14,Partially Mission Capable,Under Maintenance
23294,321,2024-03-07,Mission Capable,Crew Shortage
23295,309,2024-12-24,Mission Capable,Under Maintenance
23296,267,2024-06-25,Partially Mission Capable,Fully Operational
23297,327,2024-11-11,Partially Mission Capable,Fully Operational
23298,371,2024-05-18,Mission Capable,Awaiting Parts
23299,326,2024-02-04,Mission Capable,Under Maintenance
23300,113,2024-07-01,Mission Capable,Crew Shortage
23301,130,2024-02-13,Mission Capable,Under Maintenance
23302,310,2024-08-29,Mission Capable,Crew Shortage
23303,180,2024-01-03,Mission Capable,Crew Shortage
23304,484,2024-02-18,Mission Capable,Awaiting Parts
23305,432,2024-03-01,Mission Capable,Crew Shortage
23306,139,2024-07-26,Mission Capable,Fully Operational
23307,317,2024-01-09,Partially Mission Capable,Fully Operational
23308,426,2024-02-22,Non-Mission Capable,Crew Shortage
23309,151,2024-11-26,Mission Capable,Fully Operational
23310,13,2024-07-15,Partially Mission Capable,Awaiting Parts
23311,300,2024-08-02,Partially Mission Capable,Crew Shortage
23312,95,2024-06-14,Mission Capable,Under Maintenance
23313,315,2024-12-27,Non-Mission Capable,Crew Shortage
23314,222,2024-03-02,Non-Mission Capable,Fully Operational
23315,91,2024-10-20,Partially Mission Capable,Awaiting Parts
23316,293,2024-02-29,Mission Capable,Crew Shortage
23317,324,2024-06-07,Mission Capable,Under Maintenance
23318,429,2024-01-21,Mission Capable,Awaiting Parts
23319,231,2024-03-19,Mission Capable,Awaiting Parts
23320,394,2024-08-16,Mission Capable,Fully Operational
23321,296,2024-05-15,Partially Mission Capable,Awaiting Parts
23322,423,2024-04-21,Mission Capable,Awaiting Parts
23323,237,2024-02-13,Mission Capable,Awaiting Parts
23324,317,2024-08-01,Mission Capable,Fully Operational
23325,228,2024-06-06,Mission Capable,Fully Operational
23326,457,2024-08-02,Mission Capable,Awaiting Parts
23327,332,2024-01-26,Non-Mission Capable,Under Maintenance
23328,102,2024-10-01,Partially Mission Capable,Under Maintenance
23329,429,2024-05-24,Mission Capable,Awaiting Parts
23330,4,2024-06-04,Mission Capable,Awaiting Parts
23331,379,2024-11-19,Mission Capable,Under Maintenance
23332,393,2024-09-21,Partially Mission Capable,Fully Operational
23333,186,2024-12-08,Partially Mission Capable,Under Maintenance
23334,16,2024-06-11,Mission Capable,Fully Operational
23335,156,2024-01-05,Partially Mission Capable,Crew Shortage
23336,457,2024-04-10,Mission Capable,Under Maintenance
23337,327,2024-08-08,Partially Mission Capable,Awaiting Parts
23338,52,2024-09-25,Mission Capable,Under Maintenance
23339,233,2024-04-24,Mission Capable,Awaiting Parts
23340,209,2024-06-05,Mission Capable,Crew Shortage
23341,93,2024-07-08,Mission Capable,Crew Shortage
23342,137,2024-07-11,Mission Capable,Awaiting Parts
23343,394,2024-02-15,Mission Capable,Fully Operational
23344,323,2024-04-27,Mission Capable,Crew Shortage
23345,453,2024-12-21,Non-Mission Capable,Crew Shortage
23346,425,2024-07-02,Mission Capable,Fully Operational
23347,147,2024-11-27,Mission Capable,Fully Operational
23348,175,2024-07-02,Mission Capable,Fully Operational
23349,399,2024-10-29,Mission Capable,Under Maintenance
23350,398,2024-03-21,Mission Capable,Under Maintenance
23351,22,2024-04-07,Mission Capable,Under Maintenance
23352,91,2024-09-04,Mission Capable,Crew Shortage
23353,29,2024-09-30,Partially Mission Capable,Crew Shortage
23354,417,2024-07-02,Mission Capable,Crew Shortage
23355,165,2024-08-09,Mission Capable,Crew Shortage
23356,77,2024-06-13,Partially Mission Capable,Fully Operational
23357,32,2024-03-10,Partially Mission Capable,Under Maintenance
23358,485,2024-08-19,Mission Capable,Crew Shortage
23359,3,2024-03-25,Mission Capable,Crew Shortage
23360,171,2024-07-13,Partially Mission Capable,Awaiting Parts
23361,35,2024-10-10,Mission Capable,Awaiting Parts
23362,28,2024-04-19,Mission Capable,Fully Operational
23363,217,2024-12-07,Partially Mission Capable,Awaiting Parts
23364,187,2024-05-17,Mission Capable,Under Maintenance
23365,5,2024-05-13,Partially Mission Capable,Under Maintenance
23366,104,2024-12-16,Partially Mission Capable,Awaiting Parts
23367,431,2024-06-14,Mission Capable,Awaiting Parts
23368,409,2024-05-20,Partially Mission Capable,Under Maintenance
23369,263,2024-09-18,Partially Mission Capable,Crew Shortage
23370,311,2024-01-09,Mission Capable,Under Maintenance
23371,448,2024-10-27,Partially Mission Capable,Awaiting Parts
23372,244,2024-08-01,Mission Capable,Under Maintenance
23373,113,2024-01-27,Partially Mission Capable,Awaiting Parts
23374,176,2024-12-06,Partially Mission Capable,Fully Operational
23375,92,2024-12-04,Partially Mission Capable,Under Maintenance
23376,247,2024-04-06,Mission Capable,Awaiting Parts
23377,386,2024-03-05,Mission Capable,Under Maintenance
23378,386,2024-12-27,Partially Mission Capable,Under Maintenance
23379,254,2024-12-01,Mission Capable,Awaiting Parts
23380,113,2024-07-26,Partially Mission Capable,Awaiting Parts
23381,264,2024-07-27,Non-Mission Capable,Crew Shortage
23382,98,2024-04-01,Mission Capable,Awaiting Parts
23383,106,2024-05-21,Mission Capable,Crew Shortage
23384,260,2024-07-24,Partially Mission Capable,Fully Operational
23385,146,2024-05-18,Partially Mission Capable,Awaiting Parts
23386,298,2024-06-12,Mission Capable,Under Maintenance
23387,473,2024-12-21,Partially Mission Capable,Fully Operational
23388,119,2024-11-05,Partially Mission Capable,Under Maintenance
23389,240,2024-12-09,Mission Capable,Fully Operational
23390,116,2024-12-02,Mission Capable,Fully Operational
23391,163,2024-02-26,Mission Capable,Fully Operational
23392,104,2024-06-12,Non-Mission Capable,Crew Shortage
23393,90,2024-05-31,Partially Mission Capable,Crew Shortage
23394,169,2024-01-05,Mission Capable,Awaiting Parts
23395,403,2024-07-27,Partially Mission Capable,Awaiting Parts
23396,356,2024-06-24,Non-Mission Capable,Fully Operational
23397,125,2024-09-17,Partially Mission Capable,Awaiting Parts
23398,136,2024-08-25,Partially Mission Capable,Crew Shortage
23399,455,2024-07-30,Partially Mission Capable,Awaiting Parts
23400,7,2024-10-20,Non-Mission Capable,Awaiting Parts
23401,162,2024-09-25,Mission Capable,Crew Shortage
23402,232,2024-04-22,Mission Capable,Under Maintenance
23403,126,2024-08-12,Partially Mission Capable,Fully Operational
23404,95,2024-05-06,Mission Capable,Under Maintenance
23405,233,2024-09-20,Mission Capable,Under Maintenance
23406,8,2024-10-30,Mission Capable,Fully Operational
23407,107,2024-07-20,Partially Mission Capable,Under Maintenance
23408,148,2024-06-28,Partially Mission Capable,Crew Shortage
23409,180,2024-06-01,Partially Mission Capable,Crew Shortage
23410,375,2024-08-10,Partially Mission Capable,Fully Operational
23411,453,2024-03-18,Non-Mission Capable,Under Maintenance
23412,75,2024-07-29,Mission Capable,Awaiting Parts
23413,497,2024-01-04,Partially Mission Capable,Awaiting Parts
23414,236,2024-01-07,Partially Mission Capable,Fully Operational
23415,213,2024-10-12,Mission Capable,Under Maintenance
23416,16,2024-02-28,Partially Mission Capable,Awaiting Parts
23417,99,2024-08-02,Partially Mission Capable,Under Maintenance
23418,332,2024-08-25,Mission Capable,Under Maintenance
23419,209,2024-02-12,Mission Capable,Crew Shortage
23420,124,2024-08-20,Mission Capable,Under Maintenance
23421,380,2024-03-30,Partially Mission Capable,Under Maintenance
23422,130,2024-03-16,Mission Capable,Crew Shortage
23423,43,2024-12-20,Mission Capable,Crew Shortage
23424,480,2024-12-19,Non-Mission Capable,Fully Operational
23425,175,2024-04-24,Mission Capable,Crew Shortage
23426,25,2024-05-05,Mission Capable,Under Maintenance
23427,152,2024-03-19,Partially Mission Capable,Awaiting Parts
23428,128,2024-05-22,Partially Mission Capable,Fully Operational
23429,210,2024-03-19,Mission Capable,Awaiting Parts
23430,458,2024-04-25,Mission Capable,Fully Operational
23431,460,2024-11-07,Partially Mission Capable,Fully Operational
23432,220,2024-07-16,Mission Capable,Fully Operational
23433,34,2024-12-16,Mission Capable,Under Maintenance
23434,123,2024-11-16,Partially Mission Capable,Crew Shortage
23435,30,2024-03-27,Mission Capable,Crew Shortage
23436,251,2024-09-16,Mission Capable,Crew Shortage
23437,109,2024-06-26,Mission Capable,Under Maintenance
23438,186,2024-02-27,Partially Mission Capable,Fully Operational
23439,494,2024-08-28,Mission Capable,Awaiting Parts
23440,93,2024-11-26,Non-Mission Capable,Under Maintenance
23441,5,2024-01-11,Mission Capable,Under Maintenance
23442,65,2024-03-14,Mission Capable,Awaiting Parts
23443,60,2024-05-25,Mission Capable,Fully Operational
23444,391,2024-08-12,Partially Mission Capable,Crew Shortage
23445,338,2024-10-31,Mission Capable,Fully Operational
23446,489,2024-07-13,Mission Capable,Crew Shortage
23447,337,2024-12-08,Mission Capable,Crew Shortage
23448,189,2024-01-17,Mission Capable,Fully Operational
23449,411,2024-01-21,Non-Mission Capable,Under Maintenance
23450,356,2024-12-18,Mission Capable,Fully Operational
23451,366,2024-10-27,Mission Capable,Crew Shortage
23452,331,2024-09-09,Mission Capable,Awaiting Parts
23453,358,2024-09-24,Partially Mission Capable,Crew Shortage
23454,333,2024-08-27,Partially Mission Capable,Crew Shortage
23455,494,2024-06-28,Non-Mission Capable,Fully Operational
23456,376,2024-02-21,Mission Capable,Awaiting Parts
23457,408,2024-08-07,Mission Capable,Crew Shortage
23458,158,2024-10-15,Partially Mission Capable,Crew Shortage
23459,474,2024-06-18,Mission Capable,Crew Shortage
23460,206,2024-10-15,Partially Mission Capable,Fully Operational
23461,361,2024-08-07,Partially Mission Capable,Awaiting Parts
23462,177,2024-04-15,Mission Capable,Under Maintenance
23463,174,2024-08-16,Mission Capable,Under Maintenance
23464,500,2024-12-08,Partially Mission Capable,Crew Shortage
23465,365,2024-12-23,Mission Capable,Under Maintenance
23466,495,2024-10-02,Partially Mission Capable,Fully Operational
23467,229,2024-12-17,Non-Mission Capable,Crew Shortage
23468,97,2024-06-07,Mission Capable,Awaiting Parts
23469,353,2024-03-09,Partially Mission Capable,Awaiting Parts
23470,375,2024-01-25,Partially Mission Capable,Fully Operational
23471,367,2024-07-31,Partially Mission Capable,Fully Operational
23472,211,2024-11-17,Mission Capable,Crew Shortage
23473,241,2024-03-01,Mission Capable,Fully Operational
23474,283,2024-01-17,Non-Mission Capable,Crew Shortage
23475,394,2024-06-19,Mission Capable,Awaiting Parts
23476,468,2024-07-18,Partially Mission Capable,Awaiting Parts
23477,76,2024-09-01,Mission Capable,Crew Shortage
23478,128,2024-05-25,Mission Capable,Awaiting Parts
23479,47,2024-10-14,Mission Capable,Awaiting Parts
23480,169,2024-03-21,Mission Capable,Under Maintenance
23481,417,2024-08-26,Mission Capable,Fully Operational
23482,261,2024-04-03,Mission Capable,Crew Shortage
23483,171,2024-08-25,Mission Capable,Crew Shortage
23484,315,2024-05-23,Mission Capable,Awaiting Parts
23485,468,2024-04-29,Partially Mission Capable,Awaiting Parts
23486,315,2024-11-03,Partially Mission Capable,Under Maintenance
23487,39,2024-02-19,Mission Capable,Under Maintenance
23488,485,2024-07-20,Mission Capable,Fully Operational
23489,166,2024-11-15,Mission Capable,Awaiting Parts
23490,329,2024-04-27,Mission Capable,Fully Operational
23491,259,2024-01-04,Mission Capable,Awaiting Parts
23492,256,2024-03-04,Partially Mission Capable,Awaiting Parts
23493,69,2024-12-02,Mission Capable,Fully Operational
23494,290,2024-08-22,Partially Mission Capable,Crew Shortage
23495,457,2024-08-21,Partially Mission Capable,Fully Operational
23496,8,2024-06-18,Mission Capable,Under Maintenance
