Maintenance_ID,Aircraft_ID,Date,Subsystem,Issue_Reported,Resolution,Downtime_Days
30733,111,2024-05-23,Weapons,Fuel Leak,Component Replacement,9
30734,405,2024-06-05,Landing Gear,Gear Malfunction,System Reset,5
30735,466,2024-07-17,Landing Gear,Oil Leak,Software Update,6
30736,324,2024-11-23,Engine,Gear Malfunction,Component Replacement,23
30737,436,2024-09-15,Avionics,Weapon Jam,Component Replacement,14
30738,125,2024-11-16,Radar,Gear Malfunction,Part Repair,29
30739,35,2024-04-07,Radar,Sensor Fault,Component Replacement,8
30740,327,2024-10-17,Weapons,Oil Leak,Software Update,10
30741,276,2024-07-20,Weapons,Sensor Fault,Component Replacement,27
30742,74,2024-12-21,Engine,Hydraulic Leak,Component Replacement,19
30743,164,2024-05-31,Engine,Weapon Jam,Inspection,11
30744,358,2024-01-07,Fuel System,Fuel Leak,Part Repair,3
30745,385,2024-05-16,Fuel System,Gear Malfunction,Part Repair,24
30746,19,2024-09-20,Engine,Weapon Jam,System Reset,13
30747,413,2024-09-15,Fuel System,Gear Malfunction,Component Replacement,6
30748,112,2024-03-29,Radar,Gear Malfunction,Inspection,19
30749,346,2024-01-22,Avionics,Gear Malfunction,System Reset,6
30750,30,2024-12-30,Engine,Radar Failure,Inspection,21
30751,323,2024-10-28,Weapons,Sensor Fault,Inspection,17
30752,466,2024-02-02,Weapons,Sensor Fault,System Reset,28
30753,401,2024-07-14,Fuel System,Hydraulic Leak,Component Replacement,12
30754,265,2024-04-06,Engine,Hydraulic Leak,Calibration,15
30755,309,2024-08-18,Fuel System,Gear Malfunction,Software Update,3
30756,367,2024-10-15,Landing Gear,Sensor Fault,Part Repair,10
30757,159,2024-06-14,Avionics,Gear Malfunction,Part Repair,5
30758,197,2024-05-11,Weapons,Weapon Jam,System Reset,12
30759,82,2024-04-10,Fuel System,Fuel Leak,Part Repair,11
30760,390,2024-02-07,Fuel System,Sensor Fault,System Reset,23
30761,184,2024-05-01,Avionics,Fuel Leak,Part Repair,17
30762,136,2024-08-30,Fuel System,Hydraulic Leak,Software Update,22
30763,413,2024-07-29,Radar,Oil Leak,Part Repair,17
30764,331,2024-11-01,Avionics,Sensor Fault,Component Replacement,10
30765,173,2024-09-25,Hydraulics,Sensor Fault,Part Repair,27
30766,130,2024-06-09,Fuel System,Weapon Jam,Part Repair,1
30767,173,2024-08-23,Fuel System,Sensor Fault,Calibration,1
30768,24,2024-02-03,Radar,Oil Leak,Calibration,8
30769,327,2024-07-21,Engine,Radar Failure,Software Update,25
30770,102,2024-07-22,Fuel System,Fuel Leak,Inspection,4
30771,280,2024-07-27,Engine,Fuel Leak,Component Replacement,24
30772,16,2024-02-20,Avionics,Fuel Leak,System Reset,10
30773,422,2024-08-20,Weapons,Gear Malfunction,Software Update,26
30774,456,2024-11-14,Hydraulics,Sensor Fault,Inspection,11
30775,128,2024-06-20,Radar,Gear Malfunction,Component Replacement,12
30776,133,2024-02-17,Avionics,Gear Malfunction,Calibration,12
30777,370,2024-07-18,Weapons,Radar Failure,System Reset,23
30778,304,2024-07-03,Engine,Hydraulic Leak,Inspection,6
30779,248,2024-10-14,Hydraulics,Sensor Fault,Software Update,6
30780,205,2024-12-26,Weapons,Sensor Fault,Component Replacement,8
30781,93,2024-07-29,Hydraulics,Sensor Fault,System Reset,20
30782,260,2024-06-16,Hydraulics,Gear Malfunction,Calibration,12
30783,464,2024-10-28,Landing Gear,Radar Failure,System Reset,15
30784,377,2024-05-05,Weapons,Radar Failure,Software Update,24
30785,174,2024-07-18,Weapons,Weapon Jam,Inspection,13
30786,266,2024-12-24,Radar,Oil Leak,Inspection,9
30787,2,2024-07-30,Landing Gear,Sensor Fault,Component Replacement,6
30788,273,2024-05-20,Radar,Gear Malfunction,System Reset,9
30789,399,2024-12-01,Radar,Weapon Jam,Part Repair,6
30790,10,2024-08-25,Engine,Weapon Jam,Part Repair,27
30791,120,2024-03-18,Weapons,Oil Leak,Part Repair,17
30792,141,2024-08-03,Avionics,Weapon Jam,Inspection,13
30793,43,2024-03-02,Weapons,Fuel Leak,Part Repair,24
30794,181,2024-02-19,Avionics,Sensor Fault,Software Update,13
30795,152,2024-12-27,Landing Gear,Gear Malfunction,Component Replacement,29
30796,92,2024-06-28,Engine,Radar Failure,Part Repair,3
30797,377,2024-01-21,Landing Gear,Radar Failure,System Reset,24
30798,186,2024-10-05,Engine,Oil Leak,Part Repair,6
30799,240,2024-11-20,Engine,Fuel Leak,Inspection,19
30800,368,2024-07-04,Radar,Fuel Leak,Calibration,10
30801,438,2024-07-01,Radar,Hydraulic Leak,Software Update,7
30802,392,2024-08-09,Fuel System,Fuel Leak,Component Replacement,29
30803,200,2024-09-02,Radar,Weapon Jam,Calibration,14
30804,106,2024-05-01,Hydraulics,Sensor Fault,Component Replacement,11
30805,57,2024-12-29,Engine,Weapon Jam,Calibration,25
30806,40,2024-07-15,Landing Gear,Weapon Jam,Component Replacement,11
30807,239,2024-10-16,Weapons,Gear Malfunction,Software Update,12
30808,88,2024-07-23,Avionics,Radar Failure,Calibration,1
30809,468,2024-05-07,Engine,Hydraulic Leak,Software Update,15
30810,166,2024-01-29,Weapons,Radar Failure,Inspection,1
30811,396,2024-08-30,Landing Gear,Radar Failure,Software Update,7
30812,84,2024-06-06,Radar,Weapon Jam,System Reset,21
30813,470,2024-04-28,Weapons,Weapon Jam,Component Replacement,27
30814,370,2024-03-10,Weapons,Gear Malfunction,Inspection,5
30815,130,2024-09-19,Landing Gear,Radar Failure,Calibration,9
30816,327,2024-09-26,Fuel System,Oil Leak,Software Update,20
30817,192,2024-02-02,Landing Gear,Hydraulic Leak,Inspection,11
30818,189,2024-08-02,Radar,Sensor Fault,Software Update,24
30819,478,2024-03-17,Radar,Sensor Fault,Part Repair,25
30820,300,2024-02-26,Engine,Sensor Fault,System Reset,14
30821,179,2024-10-21,Radar,Fuel Leak,Component Replacement,24
30822,52,2024-11-10,Radar,Gear Malfunction,Part Repair,15
30823,436,2024-05-20,Fuel System,Oil Leak,Calibration,18
30824,417,2024-09-29,Hydraulics,Radar Failure,Calibration,18
30825,199,2024-04-26,Weapons,Radar Failure,Part Repair,6
30826,314,2024-09-21,Avionics,Radar Failure,Inspection,17
30827,208,2024-01-08,Weapons,Radar Failure,Software Update,15
30828,499,2024-01-05,Radar,Weapon Jam,Calibration,13
30829,171,2024-02-06,Hydraulics,Weapon Jam,Component Replacement,13
30830,349,2024-07-09,Landing Gear,Sensor Fault,Software Update,8
30831,288,2024-02-20,Landing Gear,Gear Malfunction,System Reset,6
30832,199,2024-09-12,Landing Gear,Hydraulic Leak,Part Repair,3
30833,59,2024-07-13,Weapons,Fuel Leak,Software Update,13
30834,286,2024-08-23,Fuel System,Hydraulic Leak,Calibration,27
30835,108,2024-10-26,Engine,Gear Malfunction,Component Replacement,29
30836,404,2024-11-04,Hydraulics,Hydraulic Leak,Inspection,2
30837,89,2024-07-07,Hydraulics,Oil Leak,Inspection,29
30838,364,2024-12-04,Weapons,Weapon Jam,Software Update,4
30839,26,2024-03-20,Landing Gear,Sensor Fault,System Reset,10
30840,102,2024-10-31,Avionics,Weapon Jam,Part Repair,3
30841,339,2024-05-11,Fuel System,Fuel Leak,Calibration,20
30842,309,2024-04-14,Engine,Weapon Jam,System Reset,26
30843,500,2024-10-31,Engine,Weapon Jam,Calibration,15
30844,125,2024-11-14,Radar,Sensor Fault,Inspection,21
30845,135,2024-11-14,Fuel System,Oil Leak,Calibration,22
30846,333,2024-08-13,Avionics,Gear Malfunction,Software Update,1
30847,489,2024-10-09,Engine,Fuel Leak,Component Replacement,28
30848,213,2024-05-02,Weapons,Hydraulic Leak,System Reset,20
30849,301,2024-10-09,Landing Gear,Sensor Fault,Inspection,22
30850,208,2024-12-28,Engine,Hydraulic Leak,Calibration,9
30851,223,2024-07-17,Radar,Radar Failure,Calibration,12
30852,460,2024-03-07,Fuel System,Hydraulic Leak,System Reset,28
30853,52,2024-02-12,Hydraulics,Weapon Jam,Component Replacement,9
30854,391,2024-05-08,Engine,Weapon Jam,Component Replacement,25
30855,491,2024-03-01,Avionics,Hydraulic Leak,Component Replacement,10
30856,89,2024-03-26,Weapons,Weapon Jam,Calibration,10
30857,31,2024-09-15,Hydraulics,Radar Failure,Part Repair,28
30858,152,2024-07-26,Avionics,Gear Malfunction,System Reset,14
30859,241,2024-04-16,Weapons,Fuel Leak,Inspection,29
30860,453,2024-09-04,Landing Gear,Sensor Fault,Inspection,5
30861,332,2024-07-18,Fuel System,Gear Malfunction,Component Replacement,26
30862,314,2024-10-19,Weapons,Radar Failure,System Reset,15
30863,332,2024-03-07,Avionics,Weapon Jam,Software Update,10
30864,463,2024-07-17,Avionics,Hydraulic Leak,Inspection,7
30865,161,2024-08-15,Weapons,Oil Leak,Software Update,3
30866,104,2024-07-09,Engine,Weapon Jam,Calibration,11
30867,465,2024-01-13,Radar,Oil Leak,Software Update,5
30868,323,2024-07-13,Avionics,Sensor Fault,Component Replacement,14
30869,1,2024-08-15,Landing Gear,Oil Leak,Inspection,11
30870,142,2024-05-11,Weapons,Sensor Fault,Calibration,22
30871,408,2024-11-06,Radar,Gear Malfunction,Software Update,3
30872,79,2024-01-29,Fuel System,Sensor Fault,Inspection,9
30873,116,2024-10-10,Avionics,Hydraulic Leak,Part Repair,20
30874,49,2024-08-23,Engine,Fuel Leak,System Reset,8
30875,454,2024-08-18,Weapons,Oil Leak,Component Replacement,1
30876,24,2024-10-27,Engine,Hydraulic Leak,Component Replacement,2
30877,296,2024-05-21,Radar,Oil Leak,Inspection,20
30878,46,2024-10-01,Fuel System,Sensor Fault,Software Update,11
30879,248,2024-12-03,Engine,Hydraulic Leak,Inspection,21
30880,353,2024-09-18,Landing Gear,Hydraulic Leak,Inspection,9
30881,335,2024-07-03,Avionics,Gear Malfunction,Software Update,22
30882,6,2024-07-13,Engine,Hydraulic Leak,System Reset,13
30883,313,2024-09-22,Fuel System,Fuel Leak,Software Update,16
30884,384,2024-06-10,Hydraulics,Oil Leak,Calibration,7
30885,46,2024-10-27,Avionics,Gear Malfunction,Inspection,28
30886,153,2024-05-26,Fuel System,Gear Malfunction,Software Update,26
30887,224,2024-04-18,Landing Gear,Sensor Fault,Inspection,12
30888,145,2024-08-24,Weapons,Oil Leak,Component Replacement,12
30889,461,2024-10-22,Avionics,Oil Leak,Software Update,29
30890,399,2024-04-07,Engine,Gear Malfunction,Component Replacement,5
30891,270,2024-09-30,Fuel System,Gear Malfunction,Software Update,11
30892,245,2024-05-23,Avionics,Hydraulic Leak,Software Update,21
30893,269,2024-10-19,Engine,Fuel Leak,System Reset,17
30894,451,2024-11-18,Hydraulics,Gear Malfunction,Component Replacement,10
30895,338,2024-10-06,Fuel System,Hydraulic Leak,Software Update,24
30896,48,2024-10-25,Avionics,Radar Failure,System Reset,2
30897,490,2024-10-20,Hydraulics,Gear Malfunction,Component Replacement,1
30898,395,2024-02-27,Weapons,Sensor Fault,Component Replacement,15
30899,37,2024-05-21,Weapons,Weapon Jam,Part Repair,10
30900,362,2024-03-01,Landing Gear,Hydraulic Leak,Component Replacement,6
30901,158,2024-09-05,Landing Gear,Oil Leak,Calibration,9
30902,295,2024-09-03,Engine,Gear Malfunction,Calibration,13
30903,15,2024-07-06,Avionics,Gear Malfunction,System Reset,23
30904,478,2024-10-16,Avionics,Weapon Jam,Software Update,17
30905,256,2024-02-09,Avionics,Weapon Jam,Software Update,5
30906,424,2024-07-18,Weapons,Oil Leak,System Reset,14
30907,482,2024-03-29,Radar,Sensor Fault,Calibration,1
30908,252,2024-06-07,Radar,Sensor Fault,Part Repair,16
30909,455,2024-02-18,Fuel System,Oil Leak,Component Replacement,14
30910,101,2024-10-10,Weapons,Sensor Fault,Component Replacement,29
30911,484,2024-01-18,Landing Gear,Sensor Fault,Calibration,4
30912,272,2024-01-31,Fuel System,Gear Malfunction,System Reset,4
30913,27,2024-02-29,Avionics,Radar Failure,Part Repair,5
30914,350,2024-02-15,Weapons,Hydraulic Leak,Component Replacement,20
30915,252,2024-12-25,Landing Gear,Sensor Fault,Inspection,3
30916,184,2024-06-03,Avionics,Hydraulic Leak,System Reset,2
30917,112,2024-12-24,Fuel System,Hydraulic Leak,System Reset,15
30918,83,2024-06-24,Weapons,Hydraulic Leak,Calibration,20
30919,235,2024-12-18,Hydraulics,Radar Failure,Part Repair,24
30920,87,2024-10-25,Avionics,Sensor Fault,Software Update,24
30921,45,2024-03-09,Engine,Fuel Leak,Part Repair,23
30922,415,2024-07-08,Radar,Hydraulic Leak,Calibration,7
30923,250,2024-02-26,Avionics,Oil Leak,Software Update,3
30924,262,2024-12-29,Hydraulics,Sensor Fault,Component Replacement,11
30925,402,2024-05-23,Landing Gear,Radar Failure,Software Update,6
30926,30,2024-08-17,Engine,Radar Failure,Part Repair,27
30927,296,2024-12-14,Weapons,Sensor Fault,Inspection,29
30928,378,2024-11-13,Radar,Hydraulic Leak,Inspection,29
30929,183,2024-03-30,Landing Gear,Gear Malfunction,Component Replacement,26
30930,434,2024-01-13,Hydraulics,Hydraulic Leak,Software Update,9
30931,326,2024-03-24,Weapons,Fuel Leak,Inspection,4
30932,416,2024-02-08,Radar,Hydraulic Leak,Part Repair,19
30933,191,2024-06-17,Weapons,Hydraulic Leak,Part Repair,12
30934,162,2024-03-14,Weapons,Sensor Fault,Part Repair,10
30935,4,2024-06-19,Radar,Hydraulic Leak,System Reset,11
30936,61,2024-10-07,Engine,Gear Malfunction,System Reset,6
30937,361,2024-05-09,Avionics,Radar Failure,Part Repair,29
30938,21,2024-08-13,Engine,Radar Failure,Calibration,14
30939,328,2024-11-14,Radar,Sensor Fault,System Reset,21
30940,47,2024-11-12,Fuel System,Gear Malfunction,Calibration,27
30941,214,2024-12-01,Engine,Radar Failure,Software Update,11
30942,209,2024-07-13,Engine,Hydraulic Leak,System Reset,13
30943,262,2024-12-23,Avionics,Weapon Jam,Inspection,26
30944,364,2024-04-03,Fuel System,Weapon Jam,Software Update,13
30945,491,2024-06-30,Hydraulics,Weapon Jam,Component Replacement,23
30946,299,2024-04-30,Weapons,Fuel Leak,System Reset,25
30947,359,2024-08-20,Landing Gear,Weapon Jam,Calibration,1
30948,61,2024-03-05,Weapons,Sensor Fault,Software Update,18
30949,246,2024-10-08,Landing Gear,Weapon Jam,Software Update,24
30950,16,2024-01-03,Fuel System,Fuel Leak,Inspection,10
30951,260,2024-03-17,Fuel System,Oil Leak,System Reset,4
30952,249,2024-11-16,Weapons,Oil Leak,Calibration,1
30953,383,2024-12-14,Radar,Gear Malfunction,Inspection,23
30954,397,2024-05-17,Avionics,Weapon Jam,Software Update,21
30955,244,2024-03-21,Avionics,Hydraulic Leak,System Reset,3
30956,95,2024-06-14,Fuel System,Radar Failure,Inspection,12
30957,402,2024-10-19,Hydraulics,Radar Failure,Part Repair,6
30958,197,2024-12-05,Landing Gear,Hydraulic Leak,Inspection,17
30959,484,2024-06-22,Avionics,Radar Failure,Software Update,4
30960,286,2024-10-12,Engine,Sensor Fault,Inspection,5
30961,161,2024-08-12,Hydraulics,Fuel Leak,Calibration,21
30962,122,2024-07-10,Radar,Oil Leak,Inspection,7
30963,428,2024-11-03,Avionics,Gear Malfunction,Part Repair,20
30964,284,2024-02-02,Fuel System,Oil Leak,Calibration,11
30965,15,2024-08-13,Avionics,Weapon Jam,Component Replacement,1
30966,128,2024-04-02,Hydraulics,Weapon Jam,System Reset,13
30967,401,2024-04-10,Landing Gear,Sensor Fault,Component Replacement,12
30968,405,2024-12-11,Fuel System,Oil Leak,System Reset,28
30969,369,2024-01-07,Weapons,Hydraulic Leak,Calibration,28
30970,111,2024-04-22,Fuel System,Sensor Fault,Component Replacement,3
30971,238,2024-06-14,Landing Gear,Weapon Jam,Part Repair,28
30972,132,2024-08-25,Hydraulics,Hydraulic Leak,Inspection,29
30973,348,2024-04-17,Avionics,Oil Leak,Part Repair,13
30974,323,2024-08-27,Fuel System,Weapon Jam,Component Replacement,1
30975,441,2024-04-05,Hydraulics,Gear Malfunction,Component Replacement,21
30976,462,2024-01-25,Hydraulics,Fuel Leak,Part Repair,25
30977,493,2024-10-05,Weapons,Gear Malfunction,System Reset,8
30978,61,2024-08-09,Radar,Fuel Leak,Part Repair,24
30979,344,2024-02-04,Hydraulics,Hydraulic Leak,Component Replacement,23
30980,116,2024-10-09,Avionics,Gear Malfunction,Inspection,28
30981,304,2024-01-27,Landing Gear,Radar Failure,Calibration,26
30982,255,2024-06-26,Avionics,Weapon Jam,System Reset,17
30983,369,2024-10-07,Hydraulics,Radar Failure,Part Repair,24
30984,459,2024-09-11,Hydraulics,Hydraulic Leak,Calibration,14
30985,158,2024-11-17,Engine,Fuel Leak,System Reset,19
30986,129,2024-11-28,Radar,Oil Leak,System Reset,22
30987,337,2024-05-04,Radar,Weapon Jam,Calibration,14
30988,321,2024-01-23,Engine,Sensor Fault,System Reset,8
30989,99,2024-04-03,Engine,Gear Malfunction,Part Repair,13
30990,214,2024-03-23,Landing Gear,Gear Malfunction,Component Replacement,24
30991,70,2024-10-12,Engine,Fuel Leak,Component Replacement,12
30992,36,2024-05-11,Radar,Hydraulic Leak,Software Update,23
30993,378,2024-03-16,Engine,Oil Leak,System Reset,17
30994,383,2024-08-25,Fuel System,Fuel Leak,Part Repair,20
30995,223,2024-06-09,Landing Gear,Weapon Jam,Calibration,8
30996,443,2024-01-09,Weapons,Fuel Leak,Calibration,13
30997,23,2024-01-20,Weapons,Weapon Jam,System Reset,9
30998,292,2024-06-23,Radar,Hydraulic Leak,System Reset,8
30999,260,2024-09-07,Landing Gear,Sensor Fault,System Reset,12
31000,393,2024-10-30,Hydraulics,Hydraulic Leak,Calibration,4
31001,156,2024-02-17,Fuel System,Sensor Fault,Inspection,29
31002,168,2024-08-21,Hydraulics,Radar Failure,Part Repair,3
31003,147,2024-10-28,Avionics,Hydraulic Leak,Component Replacement,1
31004,40,2024-10-06,Landing Gear,Radar Failure,Inspection,26
31005,137,2024-03-20,Engine,Radar Failure,System Reset,6
31006,67,2024-01-15,Hydraulics,Sensor Fault,Software Update,17
31007,279,2024-09-15,Avionics,Weapon Jam,Calibration,2
31008,193,2024-05-03,Landing Gear,Fuel Leak,Calibration,29
31009,271,2024-06-05,Radar,Hydraulic Leak,System Reset,1
31010,341,2024-05-31,Avionics,Sensor Fault,Inspection,6
31011,28,2024-06-30,Landing Gear,Fuel Leak,Component Replacement,23
31012,214,2024-01-05,Engine,Hydraulic Leak,Component Replacement,9
31013,382,2024-01-02,Fuel System,Radar Failure,Inspection,22
31014,369,2024-04-03,Hydraulics,Gear Malfunction,Software Update,1
31015,94,2024-04-01,Avionics,Weapon Jam,Component Replacement,5
31016,445,2024-01-20,Hydraulics,Sensor Fault,System Reset,6
31017,126,2024-07-02,Fuel System,Hydraulic Leak,System Reset,4
31018,348,2024-06-01,Engine,Gear Malfunction,Component Replacement,16
31019,193,2024-03-13,Avionics,Radar Failure,Inspection,20
31020,251,2024-03-07,Weapons,Hydraulic Leak,Calibration,23
31021,36,2024-02-03,Fuel System,Sensor Fault,Software Update,10
31022,138,2024-05-22,Fuel System,Sensor Fault,System Reset,4
31023,102,2024-10-22,Avionics,Sensor Fault,Calibration,13
31024,184,2024-11-19,Fuel System,Radar Failure,Component Replacement,14
31025,104,2024-08-28,Weapons,Gear Malfunction,Software Update,16
31026,353,2024-04-08,Fuel System,Hydraulic Leak,System Reset,20
31027,425,2024-01-21,Avionics,Fuel Leak,Calibration,7
31028,247,2024-06-24,Avionics,Gear Malfunction,Component Replacement,12
31029,347,2024-05-21,Fuel System,Sensor Fault,Inspection,8
31030,160,2024-02-29,Engine,Oil Leak,Part Repair,1
31031,323,2024-11-05,Engine,Weapon Jam,Part Repair,28
31032,231,2024-01-02,Radar,Oil Leak,Inspection,7
31033,278,2024-11-13,Engine,Weapon Jam,Component Replacement,20
31034,207,2024-05-01,Landing Gear,Radar Failure,Software Update,15
31035,332,2024-05-13,Weapons,Hydraulic Leak,System Reset,5
31036,223,2024-01-03,Hydraulics,Fuel Leak,Part Repair,8
31037,315,2024-07-22,Weapons,Weapon Jam,System Reset,21
31038,259,2024-05-21,Weapons,Radar Failure,Inspection,13
31039,66,2024-03-15,Fuel System,Sensor Fault,System Reset,21
31040,362,2024-11-27,Landing Gear,Weapon Jam,Component Replacement,6
31041,93,2024-10-17,Landing Gear,Sensor Fault,Part Repair,13
31042,153,2024-01-12,Fuel System,Weapon Jam,Component Replacement,2
31043,14,2024-06-16,Avionics,Oil Leak,Software Update,1
31044,154,2024-06-29,Radar,Sensor Fault,Part Repair,18
31045,189,2024-08-21,Avionics,Sensor Fault,System Reset,24
31046,468,2024-01-31,Avionics,Hydraulic Leak,Calibration,26
31047,96,2024-05-13,Hydraulics,Sensor Fault,Inspection,3
31048,68,2024-10-26,Landing Gear,Weapon Jam,Calibration,1
31049,73,2024-04-10,Radar,Gear Malfunction,Software Update,6
31050,140,2024-03-15,Fuel System,Hydraulic Leak,Part Repair,21
31051,85,2024-02-17,Fuel System,Sensor Fault,Part Repair,23
31052,323,2024-11-16,Fuel System,Radar Failure,System Reset,13
31053,490,2024-12-19,Hydraulics,Hydraulic Leak,Software Update,5
31054,157,2024-12-02,Hydraulics,Sensor Fault,Inspection,24
31055,285,2024-07-15,Avionics,Fuel Leak,Software Update,7
31056,452,2024-06-23,Fuel System,Sensor Fault,System Reset,14
31057,268,2024-03-17,Engine,Sensor Fault,Inspection,29
31058,209,2024-03-26,Radar,Sensor Fault,Inspection,17
31059,235,2024-02-14,Avionics,Hydraulic Leak,Part Repair,16
31060,296,2024-12-18,Engine,Fuel Leak,Software Update,9
31061,305,2024-01-29,Radar,Weapon Jam,Component Replacement,7
31062,19,2024-08-17,Avionics,Hydraulic Leak,System Reset,9
31063,179,2024-09-20,Landing Gear,Sensor Fault,Component Replacement,3
31064,429,2024-01-04,Engine,Oil Leak,Calibration,23
31065,283,2024-03-08,Avionics,Sensor Fault,Inspection,22
31066,314,2024-01-26,Avionics,Oil Leak,Calibration,6
31067,34,2024-09-13,Hydraulics,Radar Failure,Part Repair,7
31068,126,2024-01-20,Avionics,Gear Malfunction,System Reset,19
31069,333,2024-05-21,Engine,Hydraulic Leak,Component Replacement,17
31070,234,2024-06-24,Avionics,Hydraulic Leak,Software Update,10
31071,35,2024-12-07,Radar,Hydraulic Leak,Software Update,24
31072,198,2024-01-09,Fuel System,Fuel Leak,Part Repair,17
31073,348,2024-09-21,Avionics,Gear Malfunction,Software Update,11
31074,365,2024-11-15,Radar,Weapon Jam,Calibration,21
31075,134,2024-02-19,Engine,Weapon Jam,Calibration,22
31076,448,2024-09-26,Weapons,Sensor Fault,Calibration,19
31077,397,2024-09-03,Fuel System,Radar Failure,Inspection,4
31078,242,2024-02-07,Hydraulics,Radar Failure,Software Update,27
31079,342,2024-12-22,Weapons,Fuel Leak,System Reset,15
31080,350,2024-07-28,Hydraulics,Weapon Jam,Inspection,6
31081,336,2024-10-26,Fuel System,Gear Malfunction,Inspection,2
31082,128,2024-06-11,Engine,Gear Malfunction,Software Update,8
31083,109,2024-03-19,Hydraulics,Fuel Leak,System Reset,17
31084,487,2024-03-26,Fuel System,Radar Failure,Part Repair,1
31085,453,2024-08-03,Avionics,Sensor Fault,System Reset,28
31086,378,2024-02-01,Weapons,Hydraulic Leak,Calibration,18
31087,284,2024-07-12,Engine,Fuel Leak,Part Repair,19
31088,269,2024-10-12,Landing Gear,Sensor Fault,Inspection,15
31089,293,2024-09-27,Radar,Radar Failure,Calibration,1
31090,107,2024-09-06,Radar,Gear Malfunction,Part Repair,5
31091,56,2024-09-27,Hydraulics,Oil Leak,Software Update,6
31092,359,2024-07-20,Hydraulics,Oil Leak,Software Update,25
31093,45,2024-09-14,Radar,Gear Malfunction,Component Replacement,15
31094,284,2024-08-05,Hydraulics,Hydraulic Leak,Inspection,29
31095,133,2024-02-28,Fuel System,Weapon Jam,System Reset,18
31096,21,2024-05-01,Avionics,Fuel Leak,Software Update,9
31097,241,2024-03-11,Avionics,Hydraulic Leak,Component Replacement,29
31098,277,2024-02-23,Avionics,Weapon Jam,Component Replacement,19
31099,400,2024-11-24,Landing Gear,Radar Failure,Software Update,1
31100,497,2024-06-14,Hydraulics,Sensor Fault,Part Repair,26
31101,415,2024-09-24,Landing Gear,Gear Malfunction,Inspection,17
31102,255,2024-02-26,Avionics,Gear Malfunction,Inspection,3
31103,371,2024-08-27,Radar,Weapon Jam,System Reset,4
31104,406,2024-11-30,Radar,Weapon Jam,Part Repair,8
31105,431,2024-08-19,Fuel System,Radar Failure,Component Replacement,17
31106,403,2024-04-09,Avionics,Radar Failure,Part Repair,29
31107,346,2024-05-20,Fuel System,Hydraulic Leak,System Reset,6
31108,91,2024-11-20,Landing Gear,Gear Malfunction,Part Repair,9
31109,57,2024-08-07,Hydraulics,Weapon Jam,Inspection,1
31110,343,2024-04-27,Engine,Gear Malfunction,Calibration,2
31111,345,2024-05-30,Avionics,Fuel Leak,Component Replacement,14
31112,338,2024-03-20,Fuel System,Gear Malfunction,Software Update,9
31113,500,2024-05-31,Landing Gear,Weapon Jam,Part Repair,3
31114,470,2024-09-25,Radar,Sensor Fault,Part Repair,24
31115,264,2024-11-19,Radar,Sensor Fault,Part Repair,5
31116,153,2024-02-16,Radar,Sensor Fault,System Reset,13
31117,495,2024-10-29,Hydraulics,Oil Leak,Software Update,16
31118,10,2024-06-10,Landing Gear,Oil Leak,Calibration,15
31119,316,2024-03-20,Landing Gear,Fuel Leak,Calibration,26
31120,15,2024-04-06,Hydraulics,Gear Malfunction,Component Replacement,28
31121,299,2024-09-13,Avionics,Hydraulic Leak,Software Update,24
31122,223,2024-07-18,Landing Gear,Sensor Fault,Calibration,2
31123,159,2024-11-24,Avionics,Sensor Fault,System Reset,14
31124,87,2024-03-18,Fuel System,Radar Failure,Component Replacement,28
31125,266,2024-03-03,Fuel System,Gear Malfunction,Software Update,29
31126,456,2024-05-01,Weapons,Oil Leak,Part Repair,1
31127,416,2024-08-21,Hydraulics,Fuel Leak,System Reset,1
31128,311,2024-07-14,Hydraulics,Sensor Fault,Software Update,29
31129,83,2024-05-12,Hydraulics,Sensor Fault,Component Replacement,12
31130,59,2024-01-04,Radar,Hydraulic Leak,Calibration,1
31131,290,2024-06-20,Hydraulics,Sensor Fault,Inspection,16
31132,345,2024-06-02,Landing Gear,Gear Malfunction,Inspection,6
31133,94,2024-03-12,Avionics,Sensor Fault,Calibration,28
31134,225,2024-12-16,Engine,Fuel Leak,System Reset,20
31135,16,2024-11-12,Weapons,Sensor Fault,Calibration,13
31136,474,2024-08-15,Avionics,Oil Leak,Inspection,19
31137,231,2024-07-19,Avionics,Radar Failure,Part Repair,28
31138,24,2024-09-12,Weapons,Sensor Fault,Part Repair,12
31139,57,2024-08-07,Radar,Gear Malfunction,Component Replacement,4
31140,474,2024-03-26,Landing Gear,Hydraulic Leak,Software Update,18
31141,92,2024-01-02,Weapons,Hydraulic Leak,System Reset,26
31142,122,2024-10-10,Hydraulics,Sensor Fault,Component Replacement,11
31143,161,2024-02-26,Landing Gear,Oil Leak,Calibration,26
31144,328,2024-11-24,Radar,Hydraulic Leak,Software Update,5
31145,270,2024-08-26,Hydraulics,Fuel Leak,System Reset,5
31146,493,2024-08-14,Hydraulics,Radar Failure,Component Replacement,10
31147,112,2024-02-28,Fuel System,Weapon Jam,Calibration,6
31148,142,2024-05-20,Hydraulics,Oil Leak,Component Replacement,8
31149,327,2024-10-06,Engine,Oil Leak,Inspection,13
31150,153,2024-09-15,Fuel System,Weapon Jam,System Reset,11
31151,142,2024-03-26,Weapons,Hydraulic Leak,Inspection,10
31152,228,2024-02-06,Hydraulics,Fuel Leak,Calibration,2
